Company,Website,Equity Stake,Year,LinkedIn URL,NewUrl,NewPost-Val,URL
ProfectSmith,www.profectai.com,1,2016,http://www.linkedin.com/company/profectsmith,https://www.profectai.com/,1M,https://profectai.com
ProofMedia (Information Services),www.proofmedia.io,0.17,2018,http://www.linkedin.com/company/proofmedia,https://www.proofmedia.io/,0.17M,https://proofmedia.io
Proinpropio (Business/Productivity Software),www.joinpropropio.com,0.33,2021,http://www.linkedin.com/company/proinpropio,https://www.joinpropropio.com/,0.33M,https://joinpropropio.com
Prospero (Media and Information Service...,www.theprospero.ai,0.33,2023,http://www.linkedin.com/company/prospero,https://www.theprospero.ai/,0.33M,https://theprospero.ai
Provencyber (Cyber Security Solutions ...,www.provencyber.com,0.63,2016,http://www.linkedin.com/company/provencyber,https://www.provencyber.com/,0.63M,https://provencyber.com
Provider Pool,www.providerpool.co,0.33,2018,http://www.linkedin.com/company/providerpool,https://www.providerpool.co/,0.33M,https://providerpool.co
Provider Pool,www.providerpool.co,0.33,2020,http://www.linkedin.com/company/providerpool,https://www.providerpool.co/,0.33M,https://providerpool.co
Pulse Charlise Connect,www.pulseconnectcharter.com,0.33,2022,http://www.linkedin.com/company/pulse-charlise-connect,https://www.pulseconnectcharter.com/,0.33M,https://pulseconnectcharter.com
Puresely,www.puresely.io,0.33,2022,http://www.linkedin.com/company/puresely,https://www.puresely.io/,0.33M,https://puresely.io
Pursely,www.pursely.io,0.57,2016,http://www.linkedin.com/company/pursely,https://www.pursely.io/,0.57M,https://pursely.io
QBricks,www.qbricks.com,0.33,2016,http://www.linkedin.com/company/qbricks,https://www.qbricks.com/,0.33M,https://qbricks.com
QBricks,www.qbricks.ai,0.33,2017,http://www.linkedin.com/company/qbricks,https://www.qbricks.ai/,0.33M,https://qbricks.ai
Quartitx (Financial Software),www.goquartitx.com,0.33,2016,http://www.linkedin.com/company/quartitx,https://www.goquartitx.com/,0.33M,https://goquartitx.com
Quartfolio,www.quartfolio.com,0.33,2016,http://www.linkedin.com/company/quartfolio,https://www.quartfolio.com/,0.33M,https://quartfolio.com
Question Base,www.questionbase.com,1,2021,http://www.linkedin.com/company/questionbase,https://www.questionbase.com/,1M,https://questionbase.com
Question Base,www.questionbase.com,0.5,2018,http://www.linkedin.com/company/questionbase,https://www.questionbase.com/,0.5M,https://questionbase.com
ToFish,www.tofishing.com,0.33,2021,http://www.linkedin.com/company/tofishing,https://www.tofishing.com/,0.33M,https://tofishing.com
QuickCari,www.quickcari.com,0.33,2020,http://www.linkedin.com/company/quickcari,https://www.quickcari.com/,0.33M,https://quickcari.com
QuickCari,www.quickr.ai,0.43,2016,http://www.linkedin.com/company/quickcari,https://www.quickr.ai/,0.43M,https://quickr.ai
Qureator,www.qureator.com,0.83,2017,http://www.linkedin.com/company/qureator,https://www.qureator.com/,0.83M,https://qureator.com
Raddle,www.getraddle.app,0.33,2019,http://www.linkedin.com/company/raddle,https://www.getraddle.app/,0.33M,https://getraddle.app
Radiolife Green,www.radiolifelabs.com,1,2021,http://www.linkedin.com/company/radiolife-green,https://www.radiolifelabs.com/,1M,https://radiolifelabs.com
Raising Wild,www.raisingwild.com,0.33,2018,http://www.linkedin.com/company/raising-wild,https://www.raisingwild.com/,0.33M,https://raisingwild.com
Raising Wild,www.raisingwild.com,0.5,2016,http://www.linkedin.com/company/raising-wild,https://www.raisingwild.com/,0.5M,https://raisingwild.com
Raklet USA,www.ramp.us,0.33,2018,http://www.linkedin.com/company/raklet-usa,https://www.ramp.us/,0.33M,https://ramp.us
Raveler,www.raveler.io,0.79,2018,http://www.linkedin.com/company/raveler,https://www.raveler.io/,0.79M,https://raveler.io
RBio,www.rbio.com,0.56,2020,http://www.linkedin.com/company/rbio,https://www.rbio.com/,0.56M,https://rbio.com
Reactive (Clinics/Outpatient Services),www.reactivehab.com,0.33,2020,http://www.linkedin.com/company/reactive,https://www.reactivehab.com/,0.33M,https://reactivehab.com
Realism,www.realism.io,0.33,2017,http://www.linkedin.com/company/realism,https://www.realism.io/,0.33M,https://realism.io
Really Zombies,www.reallyzombies.com,0.33,2016,http://www.linkedin.com/company/reallyzombies,https://www.reallyzombies.com/,0.33M,https://reallyzombies.com
Reason,www.reason.app,0.33,2019,http://www.linkedin.com/company/www.reason.app,https://www.reason.app/,0.33M,https://reason.app
vbVR,www.gabbeful.com,1,2017,http://www.linkedin.com/company/gabbeful,https://www.gabbeful.com/,1M,https://gabbeful.com
Jenio,www.growgardenio.com,0.33,2017,,https://www.growgardenio.com/,0.33M,https://growgardenio.com
Chain (Other Services),www.gatsbyjs.connect,1,2022,,https://www.gatsbyjs.connect/,1M,https://gatsbyjs.connect
,www.gearchin.io,1,2018,http://www.linkedin.com/company/gearchin,https://www.gearchin.io/,1M,https://gearchin.io
Generable,www.generable.com,0.33,2016,http://www.linkedin.com/company/generable,https://www.generable.com/,0.33M,https://generable.com
Generate,www.generate.fish,0.94,2018,http://www.linkedin.com/company/generate,https://www.generate.fish/,0.94M,https://generate.fish
Gelumina,www.gelumina.ai,0.33,2019,http://www.linkedin.com/company/gelumina,https://www.gelumina.ai/,0.33M,https://gelumina.ai
Nabiu,www.nabiu.com,0.33,2020,http://www.linkedin.com/company/nabiu,https://www.nabiu.com/,0.33M,https://nabiu.com
Gifted (Financial Software),www.gifolla.app,0.75,2018,http://www.linkedin.com/company/gifted,https://www.gifolla.app/,0.75M,https://gifolla.app
Gift Pocket,www.kidgift.com,0.33,2019,http://www.linkedin.com/company/giftpocket,https://www.kidgift.com/,0.33M,https://kidgift.com
Form,www.gillform.com,0.33,2016,http://www.linkedin.com/company/gillform,https://www.gillform.com/,0.33M,https://gillform.com
,www.ongilly.com,0.33,2022,http://www.linkedin.com/company/ongilly,https://www.ongilly.com/,0.33M,https://ongilly.com
Givers Health,www.givershealth.com,0.33,2021,http://www.linkedin.com/company/givers-health,https://www.givershealth.com/,0.33M,https://givershealth.com
Give Shop,www.giveshop.app,0.5,2019,http://www.linkedin.com/company/giveshop,https://www.giveshop.app/,0.5M,https://giveshop.app
Glover,www.glover.co,0.33,2021,http://www.linkedin.com/company/glover,https://www.glover.co/,0.33M,https://glover.co
GoJane Services (Non-Financial),www.gojane.io,0.83,2016,http://www.linkedin.com/company/gojane,https://www.gojane.io/,0.83M,https://gojane.io
GoJane Go,www.gojanetravels.com,0.5,2016,http://www.linkedin.com/company/gojane,https://www.gojanetravels.com/,0.5M,https://gojanetravels.com
Goby Homes,gobyhomes.com,0.33,2019,http://www.linkedin.com/company/goby-homes,https://gobyhomes.com/,0.33M,https://homes.com
Golfer X,golferx.io,0.33,2022,http://www.linkedin.com/company/golferx,https://golferx.io/,0.33M,https://erx.io
GoNanny,www.meetgonanny.com,0.33,2016,http://www.linkedin.com/company/gonanny,https://www.meetgonanny.com/,0.33M,https://meetgonanny.com
GoodAction,www.goodaction.com,0.33,2021,http://www.linkedin.com/company/good-action,https://www.goodaction.com/,0.33M,https://goodaction.com
GoodRoads,www.goodroads.io,0.33,2016,http://www.linkedin.com/company/goodroads,https://www.goodroads.io/,0.33M,https://goodroads.io
Gordon Bioscience,www.gordon.bio,0.33,2023,http://www.linkedin.com/company/gordon-bioscience,https://www.gordon.bio/,0.33M,https://gordon.bio
Gosia Genomics,www.gosiagenomics.com,0.38,2022,http://www.linkedin.com/company/gosia-genomics,https://www.gosiagenomics.com/,0.38M,https://gosiagenomics.com
Govrn (Information Technology),www.govrn.app,0.33,2018,http://www.linkedin.com/company/govrn,https://www.govrn.app/,0.33M,https://govrn.app
Grainstand Fertility,www.grainstand.io,0.33,2022,http://www.linkedin.com/company/grainstand-fertility,https://www.grainstand.io/,0.33M,https://grainstand.io
Granular AI,www.granular.ai,0.33,2017,http://www.linkedin.com/company/granular-ai,https://www.granular.ai/,0.33M,https://granular.ai
Gravity AI,www.gravi-ai.com,0.33,2018,http://www.linkedin.com/company/gravity-ai,https://www.gravi-ai.com/,0.33M,https://gravi-ai.com
,www.gravl.io,0.33,2023,http://www.linkedin.com/company/gravl,https://www.gravl.io/,0.33M,https://gravl.io
Green Ribbon Library,www.greenribbonlibrary.com,0.5,2017,http://www.linkedin.com/company/clinical-green-ribbon-library,https://www.greenribbonlibrary.com/,0.5M,https://greenribbonlibrary.com
Greens Health,www.xplosionlive.com,1,2017,http://www.linkedin.com/company/greens-health,https://www.xplosionlive.com/,1M,https://xplosionlive.com
GridLink,www.gridlink.co,0.33,2023,http://www.linkedin.com/company/gridlink,https://www.gridlink.co/,0.33M,https://gridlink.co
GridPane,www.gridpane.com,1,2017,http://www.linkedin.com/company/gridpane,https://www.gridpane.com/,1M,https://gridpane.com
Grind (Recreational Goods),www.grindbasketball.com,1,2016,http://www.linkedin.com/company/grind-basketball,https://www.grindbasketball.com/,1M,https://grindbasketball.com
Grit,www.grit.bet,0.33,2020,http://www.linkedin.com/company/grit-bet,https://www.grit.bet/,0.33M,https://grit.bet
Grivi (Other Financial Services),www.grivi.virtual,0.33,2017,http://www.linkedin.com/company/grivi-virtual,https://www.grivi.virtual/,0.33M,https://grivi.virtual
Groov (Financial Software),www.groov.io,0.33,2021,http://www.linkedin.com/company/groov,https://www.groov.io/,0.33M,https://groov.io
GroupHug,www.group hugtech.com,0.55,2018,http://www.linkedin.com/company/group-hug,https://www.group hugtech.com/,0.55M,https://group hugtech.com
Growegy,www.growegy.com,0.5,2020,http://www.linkedin.com/company/growegy,https://www.growegy.com/,0.5M,https://growegy.com
Growegon,www.growegon.com,0.33,2017,http://www.linkedin.com/company/growegon,https://www.growegon.com/,0.33M,https://growegon.com
Gudea,www.gudea.ai,0.33,2023,http://www.linkedin.com/company/gudea,https://www.gudea.ai/,0.33M,https://gudea.ai
GuillyCricket,www.guillycricket.us,0.63,2018,http://www.linkedin.com/company/getguillycricket,https://www.guillycricket.us/,0.63M,https://guillycricket.us
Guran,www.gura.com,0.67,2020,http://www.linkedin.com/company/gura,https://www.gura.com/,0.67M,https://gura.com
Gustomarket,www.gustomarket.co,0.34,2019,http://www.linkedin.com/company/gustomarket,https://www.gustomarket.co/,0.34M,https://gustomarket.co
Gymbl,www.gymbl.us,0.33,2023,http://www.linkedin.com/company/gymbl,https://www.gymbl.us/,0.33M,https://gymbl.us
Gymo,www.gymo.com,0.33,2020,http://www.linkedin.com/company/gymo,https://www.gymo.com/,0.33M,https://gymo.com
H2oAllegiant,www.h2oallegiant.com,0.63,2016,http://www.linkedin.com/company/h2o-allegiant,https://www.h2oallegiant.com/,0.63M,https://h2oallegiant.com
Haiphen,www.haiphenai.com,0.33,2022,http://www.linkedin.com/company/haiphen,https://www.haiphenai.com/,0.33M,https://haiphenai.com
Halo Health App,www.halohealth.app,0.1,2018,http://www.linkedin.com/company/halo-health-app,https://www.halohealth.app/,0.1M,https://halohealth.app
Halch Healthcare Systems,www.thehalio.io,0.38,2018,http://www.linkedin.com/company/halch-healthcare-systems,https://www.thehalio.io/,0.38M,https://thehalio.io
Handl Health (Social Platform Software),www.handlhealth.com,0.33,2022,http://www.linkedin.com/company/handl,https://www.handlhealth.com/,0.33M,https://handlhealth.com
Hanzo,www.jointhenow.com,0.33,2016,http://www.linkedin.com/company/hanzo,https://www.jointhenow.com/,0.33M,https://jointhenow.com
Harzoo,www.harzoo.ai,0.33,2016,http://www.linkedin.com/company/harzoo,https://www.harzoo.ai/,0.33M,https://harzoo.ai
Happiest Ours,happiestours.com,0.33,2017,http://www.linkedin.com/company/happiestours,https://happiestours.com/,0.33M,https://iestours.com
Harbor Plan,www.harborplan.com,0.33,2018,http://www.linkedin.com/company/harborplan,https://www.harborplan.com/,0.33M,https://harborplan.com
Hashing Systems,www.hashingsystems.com,0.33,2018,http://www.linkedin.com/company/hashingsystems,https://www.hashingsystems.com/,0.33M,https://hashingsystems.com
HealthHaven Mezcal,www.healthhavenrx.com,0.2,2018,http://www.linkedin.com/company/healthhaven-mezcal,https://www.healthhavenrx.com/,0.2M,https://healthhavenrx.com
Healp,www.healp.co,0.33,2018,http://www.linkedin.com/company/healp,https://www.healp.co/,0.33M,https://healp.co
Healthhive,www.healthhive.org,0.33,2019,http://www.linkedin.com/company/healthhive,https://www.healthhive.org/,0.33M,https://healthhive.org
HealthKick,www.health-kick.com,0.33,2016,http://www.linkedin.com/company/healthkick,https://www.health-kick.com/,0.33M,https://health-kick.com
Heights Labs,www.heightslabs.com,0.33,2020,http://www.linkedin.com/company/heights-labs,https://www.heightslabs.com/,0.33M,https://heightslabs.com
AskHelix,www.askhelix.io,0.33,2017,http://www.linkedin.com/company/askhelix,https://www.askhelix.io/,0.33M,https://askhelix.io
HelloAudio,www.helloaudio.fm,0.33,2020,http://www.linkedin.com/company/helloaudio,https://www.helloaudio.fm/,0.33M,https://helloaudio.fm
HerdsSocial,www.herdsosocial.com,0.33,2020,http://www.linkedin.com/company/herds-social,https://www.herdsosocial.com/,0.33M,https://herdsosocial.com
HeyYouGo,www.heyougo.io,0.5,2018,http://www.linkedin.com/company/heyougo,https://www.heyougo.io/,0.5M,https://heyougo.io
HeyFreya,www.heyfreya.co,0.33,2022,http://www.linkedin.com/company/heyfreya,https://www.heyfreya.co/,0.33M,https://heyfreya.co
HeySuper,www.heysuper.com,0.43,2016,http://www.linkedin.com/company/11787417,https://www.heysuper.com/,0.43M,https://heysuper.com
Hikari,www.hikari.com,0.33,2016,http://www.linkedin.com/company/hikari,https://www.hikari.com/,0.33M,https://hikari.com
Hive (Business/Productivity Software),www.hivecommunity.com,0.33,2020,http://www.linkedin.com/company/hive,https://www.hivecommunity.com/,0.33M,https://hivecommunity.com
Higher Learning Institutions,www.yourhigherlearning.com,1,2019,http://www.linkedin.com/company/higher-learning-institutions,https://www.yourhigherlearning.com/,1M,https://yourhigherlearning.com
Hilde,www.hilde.ai,0.33,2023,http://www.linkedin.com/company/hilde,https://www.hilde.ai/,0.33M,https://hilde.ai
HipClip,www.hipclip.ai,0.33,2017,http://www.linkedin.com/company/hipclip,https://www.hipclip.ai/,0.33M,https://hipclip.ai
TheHollyBall,www.thehollyball.com,0.6,2022,http://www.linkedin.com/company/hollyball,https://www.thehollyball.com/,0.6M,https://thehollyball.com
Holistically (Healthcare Technology Systems),www.holistically.co,0.33,2018,http://www.linkedin.com/company/holistically,https://www.holistically.co/,0.33M,https://holistically.co
Homeflow (Real Estate Services (B2C)),www.homeflow.com,0.33,2021,http://www.linkedin.com/company/tryhomeflow,https://www.homeflow.com/,0.33M,https://homeflow.com
HomeRoom,www.homerooom.club,0.33,2019,http://www.linkedin.com/company/homerooom,https://www.homerooom.club/,0.33M,https://homerooom.club
HomeScore,www.homescore.co,1,2023,http://www.linkedin.com/company/yourscores,https://www.homescore.co/,1M,https://homescore.co
HonestJobs,www.honestjobs.com,0.33,2018,http://www.linkedin.com/company/honestjobs,https://www.honestjobs.com/,0.33M,https://honestjobs.com
Honest Deed,www.honestdeed.com,0.33,2020,http://www.linkedin.com/company/honestdeed,https://www.honestdeed.com/,0.33M,https://honestdeed.com
Honeyfi Cocoa,www.honeyfi.cocoa,0.33,2022,http://www.linkedin.com/company/honeyfi-cocoa,https://www.honeyfi.cocoa/,0.33M,https://honeyfi.cocoa
Honeymoon Chocolates,hmchocolates.com,1,2016,http://www.linkedin.com/company/honeymoon-chocolates,https://hmchocolates.com/,1M,https://ocolates.com
Honk (Communication Software),www.honk.me,0.69,2019,http://www.linkedin.com/company/honk,https://www.honk.me/,0.69M,https://honk.me
Housefy (Hypatia),www.housefyhypatia.com,0.15,2019,http://www.linkedin.com/company/housefy,https://www.housefyhypatia.com/,0.15M,https://housefyhypatia.com
Houston Bionics,www.houstonbionics.com,0.15,2019,http://www.linkedin.com/company/houston-bionics,https://www.houstonbionics.com/,0.15M,https://houstonbionics.com
Hustle (Social/Platform Software),www.myhustleapp.com,0.33,2021,http://www.linkedin.com/company/hustle,https://www.myhustleapp.com/,0.33M,https://myhustleapp.com
Hustle (Educational and Training Services),www.hustlertraining.com,0.5,2016,http://www.linkedin.com/company/hustler-training,https://www.hustlertraining.com/,0.5M,https://hustlertraining.com
HyperKelp,www.hyperkelp.com,0.33,2021,http://www.linkedin.com/company/hyperkelp,https://www.hyperkelp.com/,0.33M,https://hyperkelp.com
Iambot,www.follow.vision,0.33,2017,http://www.linkedin.com/company/iambot,https://www.follow.vision/,0.33M,https://follow.vision
Icardio.ai,www.icardio.ai,0.33,2018,http://www.linkedin.com/company/icardio,https://www.icardio.ai/,0.33M,https://icardio.ai
Idyllovr,www.idyllovr.com,0.33,2021,http://www.linkedin.com/company/idyllovr,https://www.idyllovr.com/,0.33M,https://idyllovr.com
Illo,www.illve.com,0.33,2016,http://www.linkedin.com/company/illo,https://www.illve.com/,0.33M,https://illve.com
Illomeninc,www.illomeninc.com,0.5,2018,http://www.linkedin.com/company/illomeninc,https://www.illomeninc.com/,0.5M,https://illomeninc.com
Imagiai,www.imagai.com,0.83,2019,http://www.linkedin.com/company/imagial,https://www.imagai.com/,0.83M,https://imagai.com
Immersive Experience Laboratories,www.goixi.com,0.83,2017,http://www.linkedin.com/company/goixi,https://www.goixi.com/,0.83M,https://goixi.com
Immersive Systems,www.immersivesystems.io,0.33,2017,http://www.linkedin.com/company/immersive-systems,https://www.immersivesystems.io/,0.33M,https://immersivesystems.io
Immago,www.immago.io,0.33,2020,http://www.linkedin.com/company/teamimmago,https://www.immago.io/,0.33M,https://immago.io
Impactcents,www.impactcents.com,0.33,2018,http://www.linkedin.com/company/impactcents,https://www.impactcents.com/,0.33M,https://impactcents.com
Inpiperobot,www.inpiperobot.com,0.72,2016,http://www.linkedin.com/company/inpiperobot,https://www.inpiperobot.com/,0.72M,https://inpiperobot.com
Letsinc,www.letsinc.com,0.38,2016,http://www.linkedin.com/company/letsinc,https://www.letsinc.com/,0.38M,https://letsinc.com
JoinIncisive Dental Purchasing,www.joinincisive.com,0.6,2023,http://www.linkedin.com/company/joinincisive,https://www.joinincisive.com/,0.6M,https://joinincisive.com
Inclusion Unpacked,www.inclusionunpacked.com,0.33,2022,http://www.linkedin.com/company/inclusion-unpacked,https://www.inclusionunpacked.com/,0.33M,https://inclusionunpacked.com
Incus (Education and Training Services),www.incus.online,0.75,2020,http://www.linkedin.com/company/incus,https://www.incus.online/,0.75M,https://incus.online
Indifit,www.indift.co,0.94,2020,http://www.linkedin.com/company/indift,https://www.indift.co/,0.94M,https://indift.co
Indigestible From Magic,www.ifmagic.io,0.33,2020,http://www.linkedin.com/company/indigistible-from-magic,https://www.ifmagic.io/,0.33M,https://ifmagic.io
Induction Food Systems,www.inductionfoodsystems.com,0.33,2017,http://www.linkedin.com/company/induction-food-systems,https://www.inductionfoodsystems.com/,0.33M,https://inductionfoodsystems.com
InfiNiteVR 360,www.infiNitevr.tech,1,2019,http://www.linkedin.com/company/infinitev,https://www.infiNitevr.tech/,1M,https://infiNitevr.tech
Inflowsal,www.inflowsal.com,0.25,2016,http://www.linkedin.com/company/inflowsal,https://www.inflowsal.com/,0.25M,https://inflowsal.com
Inflowsee AI,www.inflowsee.co,0.69,2018,http://www.linkedin.com/company/inflowsee,https://www.inflowsee.co/,0.69M,https://inflowsee.co
Influunt,www.influunt.ai,0.33,2021,http://www.linkedin.com/company/influunt,https://www.influunt.ai/,0.33M,https://influunt.ai
3DFloorPlans,www.3dfloorplans.ai,1,2020,http://www.linkedin.com/company/3dfloorplans,https://www.3dfloorplans.ai/,1M,https://3dfloorplans.ai
InfraHome,www.infrahome.us,0.33,2021,http://www.linkedin.com/company/infrahome,https://www.infrahome.us/,0.33M,https://infrahome.us
Infront Compliance,www.infrontcompliance.com,0.33,2019,http://www.linkedin.com/company/infront-compliance,https://www.infrontcompliance.com/,0.33M,https://infrontcompliance.com
InkuzUP,www.inkuzup.com,1,2022,http://www.linkedin.com/company/inkuzup,https://www.inkuzup.com/,1M,https://inkuzup.com
InnerWorld,www.inner.world,0.33,2018,http://www.linkedin.com/company/innerworld,https://www.inner.world/,0.33M,https://inner.world
Innovakote,www.innovakote.com,0.33,2018,http://www.linkedin.com/company/innovakote,https://www.innovakote.com/,0.33M,https://innovakote.com
Invox,www.invox.com,0.33,2021,http://www.linkedin.com/company/invox,https://www.invox.com/,0.33M,https://invox.com
InquisioBot AI,www.inquisiobot.com,0.33,2023,http://www.linkedin.com/company/inquisiobot,https://www.inquisiobot.com/,0.33M,https://inquisiobot.com
InspectoLabs,www.inspectolabs.com,0.33,2019,http://www.linkedin.com/company/inspectolabs,https://www.inspectolabs.com/,0.33M,https://inspectolabs.com
InsureMine,www.insuremine.com,0.67,2017,http://www.linkedin.com/company/insuremine,https://www.insuremine.com/,0.67M,https://insuremine.com
InsureRedTax,www.insureredetax.com,0.33,2020,http://www.linkedin.com/company/insureredetax,https://www.insureredetax.com/,0.33M,https://insureredetax.com
Intellectble,www.intellectble.com,0.33,2021,http://www.linkedin.com/company/intellectble,https://www.intellectble.com/,0.33M,https://intellectble.com
International Scientific Advisors,www.joinisa.io,0.33,2020,http://www.linkedin.com/company/international-scientific-advisors,https://www.joinisa.io/,0.33M,https://joinisa.io
IntubationScience.com,www.intubationscience.com,0.8,2016,http://www.linkedin.com/company/intubationscience,https://www.intubationscience.com/,0.8M,https://intubationscience.com
Invisible Strengths (Healthcare Technology Systems),www.invisiblestrengths.com,0.33,2019,http://www.linkedin.com/company/invisiblestrengths,https://www.invisiblestrengths.com/,0.33M,https://invisiblestrengths.com
Invisibit,www.invisibit.app,0.33,2021,http://www.linkedin.com/company/invisibit,https://www.invisibit.app/,0.33M,https://invisibit.app
Invisible Strengths,www.invisiblestrengths.com,1,2018,http://www.linkedin.com/company/invisible-strengths,https://www.invisiblestrengths.com/,1M,https://invisiblestrengths.com
IoTwtt,www.iovira.com,0.33,2016,http://www.linkedin.com/company/iotwtt,https://www.iovira.com/,0.33M,https://iovira.com
IqReality,www.iqreality.com,0.58,2016,http://www.linkedin.com/company/iqreality,https://www.iqreality.com/,0.58M,https://iqreality.com
Iqr,www.iqr.com,0.51,2022,http://www.linkedin.com/company/iqr,https://www.iqr.com/,0.51M,https://iqr.com
Iroko Analytics,www.irokoanalytics.com,0.33,2021,http://www.linkedin.com/company/iroko-analytics,https://www.irokoanalytics.com/,0.33M,https://irokoanalytics.com
IronPlans,www.ironplans.com,0.33,2019,http://www.linkedin.com/company/ironplans,https://www.ironplans.com/,0.33M,https://ironplans.com
Trustnet (Network Management Software),www.trustus.com,0.5,2023,http://www.linkedin.com/company/trustnet,https://www.trustus.com/,0.5M,https://trustus.com
HelloJessie,www.hellojessie.com,0.33,2016,http://www.linkedin.com/company/jackalo,https://www.hellojessie.com/,0.33M,https://hellojessie.com
JoinHomes,www.joinhomes.com,0.33,2020,http://www.linkedin.com/company/joinhomes,https://www.joinhomes.com/,0.33M,https://joinhomes.com
Jollyhq,www.jollyhq.com,0.31,2018,http://www.linkedin.com/company/jollyhq,https://www.jollyhq.com/,0.31M,https://jollyhq.com
JulisTech Technologies,www.julistech.co,0.33,2016,http://www.linkedin.com/company/julis-tech,https://www.julistech.co/,0.33M,https://julistech.co
JungleBee,www.junglebee.com,0.32,2020,http://www.linkedin.com/company/junglebee,https://www.junglebee.com/,0.32M,https://junglebee.com
Jupiter Card,www.myjupitercard.com,0.5,2016,http://www.linkedin.com/company/jupitercard,https://www.myjupitercard.com/,0.5M,https://myjupitercard.com
JustNow,www.justnow.co,0.33,2021,http://www.linkedin.com/company/justnow,https://www.justnow.co/,0.33M,https://justnow.co
Kepth Health,www.kepth.health,0.22,2017,http://www.linkedin.com/company/kepth-health,https://www.kepth.health/,0.22M,https://kepth.health
JoinKabila,www.join kabila.com,0.33,2018,http://www.linkedin.com/company/join-kabila,https://www.join kabila.com/,0.33M,https://join kabila.com
Kaixr (Educational and Training Services),www.kaixr.tech,0.33,2022,http://www.linkedin.com/company/kaixr,https://www.kaixr.tech/,0.33M,https://kaixr.tech
Kalkr,www.kalkr.com,0.33,2018,http://www.linkedin.com/company/kalkr,https://www.kalkr.com/,0.33M,https://kalkr.com
Squeaky,squeaky.info,0.5,2016,http://www.linkedin.com/company/squeaky,https://squeaky.info/,0.5M,https://aky.info
Kangara Coolers,www.kangaracoolers.com,0.5,2017,http://www.linkedin.com/company/kangara-coolers,https://www.kangaracoolers.com/,0.5M,https://kangaracoolers.com
Karate Health,www.karatehealth.com,0.5,2016,http://www.linkedin.com/company/karate-health,https://www.karatehealth.com/,0.5M,https://karatehealth.com
Karyosoft,www.karyosoft.com,0.38,2017,http://www.linkedin.com/company/karyosoft,https://www.karyosoft.com/,0.38M,https://karyosoft.com
Katamco,www.katamco.com,0.8,2017,http://www.linkedin.com/company/katamco,https://www.katamco.com/,0.8M,https://katamco.com
Katapulte,www.katapulte.io,0.33,2020,http://www.linkedin.com/company/katapulte,https://www.katapulte.io/,0.33M,https://katapulte.io
Kawaii Lighting,www.kawaii-lighting.com,0.45,2022,http://www.linkedin.com/company/kawaii-lighting,https://www.kawaii-lighting.com/,0.45M,https://kawaii-lighting.com
Keep Company,www.keep.company,0.33,2020,http://www.linkedin.com/company/keep-company,https://www.keep.company/,0.33M,https://keep.company
GetKeyBot,www.getkeybot.com,0.33,2017,http://www.linkedin.com/company/getkeybot,https://www.getkeybot.com/,0.33M,https://getkeybot.com
Keysai,www.keysai.bot,0.33,2016,http://www.linkedin.com/company/keysai,https://www.keysai.bot/,0.33M,https://keysai.bot
Kidlierx,www.kidlierx.com,0.3,2019,http://www.linkedin.com/company/kidlierx,https://www.kidlierx.com/,0.3M,https://kidlierx.com
Kilsar,www.kilsar.com,0.33,2021,http://www.linkedin.com/company/kilsar,https://www.kilsar.com/,0.33M,https://kilsar.com
Kimba,www.kimba.ai,0.33,2023,http://www.linkedin.com/company/kimba,https://www.kimba.ai/,0.33M,https://kimba.ai
Kinapparel,www.kinapparel.org,0.67,2020,http://www.linkedin.com/company/kinapparel,https://www.kinapparel.org/,0.67M,https://kinapparel.org
Kinometrix,www.kinometrix.com,1,2017,http://www.linkedin.com/company/kinometrix,https://www.kinometrix.com/,1M,https://kinometrix.com
Kintali,www.kintali.io,0.33,2020,http://www.linkedin.com/company/kintali,https://www.kintali.io/,0.33M,https://kintali.io
Kipwise,www.kipwise.com,0.33,2018,http://www.linkedin.com/company/kipwise,https://www.kipwise.com/,0.33M,https://kipwise.com
Kiritosys,www.kiritosys.com,0.33,2018,http://www.linkedin.com/company/kiritosys,https://www.kiritosys.com/,0.33M,https://kiritosys.com
Kndra,kndra.io,0.33,2018,http://www.linkedin.com/company/kndra,https://kndra.io/,0.33M,https://a.io
Kobreworks,www.kobreworks.com,0.44,2019,http://www.linkedin.com/company/kobreworks,https://www.kobreworks.com/,0.44M,https://kobreworks.com
Kondut,www.kondut.works,0.33,2019,http://www.linkedin.com/company/kondut,https://www.kondut.works/,0.33M,https://kondut.works
Korvas AI,www.korvas.ai,0.33,2023,http://www.linkedin.com/company/korvas,https://www.korvas.ai/,0.33M,https://korvas.ai
Koussou Ready,www.koussouready.com,0.33,2021,http://www.linkedin.com/company/koussou-ready,https://www.koussouready.com/,0.33M,https://koussouready.com
Kumudax,www.kumudax.com,0.33,2017,http://www.linkedin.com/company/kumudax,https://www.kumudax.com/,0.33M,https://kumudax.com
Kured,www.kured.co,0.33,2020,http://www.linkedin.com/company/kured,https://www.kured.co/,0.33M,https://kured.co
Kutali,www.kutali.co,0.25,2020,http://www.linkedin.com/company/kutali,https://www.kutali.co/,0.25M,https://kutali.co
Kwwit,www.kwwit.com,0.37,2020,http://www.linkedin.com/company/kwwit,https://www.kwwit.com/,0.37M,https://kwwit.com
Kyblab,www.kyblab.com,0.02,2019,http://www.linkedin.com/company/kyblab,https://www.kyblab.com/,0.02M,https://kyblab.com
