Company,Website,Equity Stake,Year,LinkedIn URL,NewUrl,NewPost-Val,URL
teleread,www.teleread.com,0.33,2020,http://www.linkedin.com/company/teleread,https://www.teleread.com/,0.33M,https://teleread.com
teleCalm Em,www.telecalmprotects.com,1,2016,http://www.linkedin.com/company/telecalmem,https://www.telecalmprotects.com/,1M,https://telecalmprotects.com
tend,www.wetelen.com,0.42,2017,,https://www.wetelen.com/,0.42M,https://wetelen.com
Tend (Food Products),www.tendprenatal.com,0.5,2021,,https://www.tendprenatal.com/,0.5M,https://tendprenatal.com
teporoto,www.teporoto.com,0.33,2018,,https://www.teporoto.com/,0.33M,https://teporoto.com
tesoral,www.tesoral.com,0.8,2024,,https://www.tesoral.com/,0.8M,https://tesoral.com
testJar Labs,www.testjarlabs.com,0.33,2022,http://www.linkedin.com/company/testjarlabs,https://www.testjarlabs.com/,0.33M,https://testjarlabs.com
testSpriteBot,www.testsprite.com,0.33,2024,,https://www.testsprite.com/,0.33M,https://testsprite.com
theAccessory Junkie,www.getaccessoryjunkie.com,1,2016,http://www.linkedin.com/company/theaccessoryjunkie,https://www.getaccessoryjunkie.com/,1M,https://getaccessoryjunkie.com
the Beauty Marketplace,www.thebeautymarket.place,0.33,2016,,https://www.thebeautymarket.place/,0.33M,https://thebeautymarket.place
the comfy,www.thecomfy.com,0.17,2017,,https://www.thecomfy.com/,0.17M,https://thecomfy.com
quickplicity,www.matchriclity.com,0.33,2021,http://www.linkedin.com/company/matchriclity,https://www.matchriclity.com/,0.33M,https://matchriclity.com
mayerick,www.mayerickip.com,0.33,2019,http://www.linkedin.com/company/mayerick,https://www.mayerickip.com/,0.33M,https://mayerickip.com
jaywell,drinkmayavell.com,1,2019,http://www.linkedin.com/company/mayavell,https://drinkmayavell.com/,1M,https://kmayavell.com
mblue AI,www.mblue.ai,0.33,2022,http://www.linkedin.com/company/mblue,https://www.mblue.ai/,0.33M,https://mblue.ai
tally,www.mdally.com,0.33,2018,http://www.linkedin.com/company/mdally,https://www.mdally.com/,0.33M,https://mdally.com
The Bat Mushroom,www.meatthemushroom.com,0.45,2021,http://www.linkedin.com/company/meatthemushroom,https://www.meatthemushroom.com/,0.45M,https://meatthemushroom.com
Mechdome,www.mecdhome.com,0.33,2016,http://www.linkedin.com/company/mecdhome,https://www.mecdhome.com/,0.33M,https://mecdhome.com
Mediephier,www.mediephier.solutions.com,0.33,2017,http://www.linkedin.com/company/mediephier,https://www.mediephier.solutions.com/,0.33M,https://mediephier.solutions.com
Media Disco,mediadisc.io,0.33,2021,http://www.linkedin.com/company/media-disco,https://mediadisc.io/,0.33M,https://adisc.io
MedNova,www.mednova.com,0.38,2016,http://www.linkedin.com/company/mednova,https://www.mednova.com/,0.38M,https://mednova.com
Medsembly,www.medsembly.com,1,2018,http://www.linkedin.com/company/medsembly,https://www.medsembly.com/,1M,https://medsembly.com
MedSure Systems,www.medsuresystems.com,0.16,2017,http://www.linkedin.com/company/medsuresystems,https://www.medsuresystems.com/,0.16M,https://medsuresystems.com
Meenta,www.meenta.io,0.33,2016,http://www.linkedin.com/company/meenta,https://www.meenta.io/,0.33M,https://meenta.io
Meeteer,www.meeteer-app.com,0.33,2016,http://www.linkedin.com/company/meeteer,https://www.meeteer-app.com/,0.33M,https://meeteer-app.com
MemoryClass,www.memoryourclass.com,0.33,2022,http://www.linkedin.com/company/memoryourclass,https://www.memoryourclass.com/,0.33M,https://memoryourclass.com
Merry Key Way,www.memyway.com,0.33,2020,http://www.linkedin.com/company/memyway,https://www.memyway.com/,0.33M,https://memyway.com
MerkleeBot,www.merklee bot.com,0.33,2019,http://www.linkedin.com/company/merklee,https://www.merklee bot.com/,0.33M,https://merklee bot.com
Metallicus,www.metallicus.com,0.5,2016,http://www.linkedin.com/company/metallicus,https://www.metallicus.com/,0.5M,https://metallicus.com
Metric Mate,www.themetricmate.com,0.33,2017,http://www.linkedin.com/company/metricmate,https://www.themetricmate.com/,0.33M,https://themetricmate.com
MFGWorx,www.mfgworx.com,0.33,2022,http://www.linkedin.com/company/mfgworx,https://www.mfgworx.com/,0.33M,https://mfgworx.com
Micro Terro,www.micro.co,1,2018,http://www.linkedin.com/company/micro-terro,https://www.micro.co/,1M,https://micro.co
Middlero,www.micro.co,0.33,2018,http://www.linkedin.com/company/middlero,https://www.micro.co/,0.33M,https://micro.co
Middle Seat,www.middleseat.com,0.38,2016,http://www.linkedin.com/company/middleseat,https://www.middleseat.com/,0.38M,https://middleseat.com
Milk The Moment,www.milkmoment.co,0.83,2017,http://www.linkedin.com/company/milkmoment,https://www.milkmoment.co/,0.83M,https://milkmoment.co
Mimble,www.mimble.co,0.33,2016,http://www.linkedin.com/company/mimble,https://www.mimble.co/,0.33M,https://mimble.co
Minda Labs,www.minda.co,0.33,2017,http://www.linkedin.com/company/minda-labs,https://www.minda.co/,0.33M,https://minda.co
MinerSai (Business/Productivity Software),www.minersai.com,0.33,2023,http://www.linkedin.com/company/minersai,https://www.minersai.com/,0.33M,https://minersai.com
Minicityai,www.minicityai.com,0.33,2016,http://www.linkedin.com/company/minicityai,https://www.minicityai.com/,0.33M,https://minicityai.com
Miniscale Labs,www.miniscalelabs.com,0.52,2019,http://www.linkedin.com/company/miniscale-labs,https://www.miniscalelabs.com/,0.52M,https://miniscalelabs.com
Mission State Labs,www.minstatelabs.com,0.33,2021,http://www.linkedin.com/company/mission-state-labs,https://www.minstatelabs.com/,0.33M,https://minstatelabs.com
Mission-Driven Tech,www.missiondriventech.com,0.33,2022,http://www.linkedin.com/company/mission-driven-tech,https://www.missiondriventech.com/,0.33M,https://missiondriventech.com
Mobius (Environmental Services),www.mobius.co,0.33,2016,http://www.linkedin.com/company/mobius-environmental,https://www.mobius.co/,0.33M,https://mobius.co
Moddica (Hardware),www.maddebymodica.com,0.33,2018,http://www.linkedin.com/company/maddebymodica,https://www.maddebymodica.com/,0.33M,https://maddebymodica.com
Moodie,www.moodie.ai,0.33,2023,http://www.linkedin.com/company/moodie,https://www.moodie.ai/,0.33M,https://moodie.ai
Modularly Space,www.modularlyspace.com,0.42,2016,http://www.linkedin.com/company/modularlyspace,https://www.modularlyspace.com/,0.42M,https://modularlyspace.com
MoneyStack,www.moneystack.com,0.33,2017,http://www.linkedin.com/company/moneystack,https://www.moneystack.com/,0.33M,https://moneystack.com
MononSpark,www.mononspark.com,1,2019,http://www.linkedin.com/company/mononspark,https://www.mononspark.com/,1M,https://mononspark.com
MoodsGood,www.getmoodsgood.com,0.33,2020,http://www.linkedin.com/company/moodsgood,https://www.getmoodsgood.com/,0.33M,https://getmoodsgood.com
Moonah,www.moonah.app,0.97,2023,http://www.linkedin.com/company/moonah,https://www.moonah.app/,0.97M,https://moonah.app
Morpheus Space,www.morpheusspace.com,0.33,2018,http://www.linkedin.com/company/morpheus-space,https://www.morpheusspace.com/,0.33M,https://morpheusspace.com
Moss Media and Information Services (...,www.moss.social,0.33,2022,http://www.linkedin.com/company/moss-media,https://www.moss.social/,0.33M,https://moss.social
Motor Cove Ollie,www.motorcove.apps,0.75,2018,http://www.linkedin.com/company/motorcove,https://www.motorcove.apps/,0.75M,https://motorcove.apps
Move2Play,www.move2.play.com,0.33,2021,http://www.linkedin.com/company/move2play,https://www.move2.play.com/,0.33M,https://move2.play.com
Move2Play,www.move2.play.com,1,2016,http://www.linkedin.com/company/move2play,https://www.move2.play.com/,1M,https://move2.play.com
MoxieReader,www.moxie.reader.com,0.5,2017,http://www.linkedin.com/company/moxie-reader,https://www.moxie.reader.com/,0.5M,https://moxie.reader.com
MuseTax,www.usemuch.com,0.33,2022,http://www.linkedin.com/company/musetax,https://www.usemuch.com/,0.33M,https://usemuch.com
Music Everywhere,www.music-everywhere.co,0.33,2022,http://www.linkedin.com/company/music-everywhere,https://www.music-everywhere.co/,0.33M,https://music-everywhere.co
Music Everywhere,www.music-everywhere.co,1,2017,http://www.linkedin.com/company/music-everywhere,https://www.music-everywhere.co/,1M,https://music-everywhere.co
WeAreMusical,www.wearemusikal.com,0.33,2018,http://www.linkedin.com/company/sommify,https://www.wearemusikal.com/,0.33M,https://wearemusikal.com
MustWatch,www.mustwatch.com,0.91,2017,http://www.linkedin.com/company/mustwatch,https://www.mustwatch.com/,0.91M,https://mustwatch.com
MyXtPod,www.myxtpod.com,1,2020,http://www.linkedin.com/company/co-myxtpod,https://www.myxtpod.com/,1M,https://myxtpod.com
MyDiffi Technologies,www.mydiffi.tech,0.33,2022,http://www.linkedin.com/company/mydiffi,https://www.mydiffi.tech/,0.33M,https://mydiffi.tech
MyDiffi Technologies,www.mydiffi.tech,1,2016,http://www.linkedin.com/company/mydiffi,https://www.mydiffi.tech/,1M,https://mydiffi.tech
Myriad Data Security,www.myriadcloud.com,0.67,2017,http://www.linkedin.com/company/myriad-data,https://www.myriadcloud.com/,0.67M,https://myriadcloud.com
Narya Electric,www.narya.com,0.33,2021,http://www.linkedin.com/company/narya-electric,https://www.narya.com/,0.33M,https://narya.com
Narya Electric,www.narya.io,1,2017,http://www.linkedin.com/company/narya-electric,https://www.narya.io/,1M,https://narya.io
Natively Noah's Travel,www.nativelynoahstravel.com,0.77,2016,http://www.linkedin.com/company/natively-noah's-travel,https://www.nativelynoahstravel.com/,0.77M,https://nativelynoahstravel.com
NaughtyGo's,www.naughtygohs.com,0.5,2021,http://www.linkedin.com/company/naughtygo's,https://www.naughtygohs.com/,0.5M,https://naughtygohs.com
NavigateIO,www.navigateio.com,0.78,2016,http://www.linkedin.com/company/navigateio,https://www.navigateio.com/,0.78M,https://navigateio.com
Navix Health,www.navixhealth.com,0.02,2021,http://www.linkedin.com/company/navixhealth,https://www.navixhealth.com/,0.02M,https://navixhealth.com
Near Technology,www.neartechnology.io,0.33,2021,http://www.linkedin.com/company/neartechnology,https://www.neartechnology.io/,0.33M,https://neartechnology.io
Need2SayED,www.nee2say.com,0.83,2018,http://www.linkedin.com/company/need2sayed,https://www.nee2say.com/,0.83M,https://nee2say.com
Neolith,www.neolith.com,0.33,2018,http://www.linkedin.com/company/neolith,https://www.neolith.com/,0.33M,https://neolith.com
NeoWild,www.neowild.com,0.63,2016,http://www.linkedin.com/company/neowild,https://www.neowild.com/,0.63M,https://neowild.com
NeoWild,www.neowild.com,0.33,2020,http://www.linkedin.com/company/neowild,https://www.neowild.com/,0.33M,https://neowild.com
NESTRE Health & Performance,www.nestreperformance.com,0.94,2018,http://www.linkedin.com/company/nestre,https://www.nestreperformance.com/,0.94M,https://nestreperformance.com
NetCloak,www.netcloak.io,0.33,2017,http://www.linkedin.com/company/netcloak,https://www.netcloak.io/,0.33M,https://netcloak.io
NeuFluence,www.neufluence.com,0.33,2021,http://www.linkedin.com/company/neufluence,https://www.neufluence.com/,0.33M,https://neufluence.com
Next Generation Quantum,www.next.ngo,0.33,2019,http://www.linkedin.com/company/next-generation-quantum,https://www.next.ngo/,0.33M,https://next.ngo
NexxEdge,www.nexxedge.com,0.33,2016,http://www.linkedin.com/company/nexxedge,https://www.nexxedge.com/,0.33M,https://nexxedge.com
NGRxSBR,www.ngbrx.app,0.33,2021,http://www.linkedin.com/company/ngrx-sbr,https://www.ngbrx.app/,0.33M,https://ngbrx.app
NicSlab,www.nicslab.com,0.33,2017,http://www.linkedin.com/company/nicslab,https://www.nicslab.com/,0.33M,https://nicslab.com
NightCap (Consumer Durables),www.nightcaapit.com,0.24,2019,http://www.linkedin.com/company/nightcap,https://www.nightcaapit.com/,0.24M,https://nightcaapit.com
HireNimble (Human Capital Services),www.hirenimble.com,0.33,2016,http://www.linkedin.com/company/hirenimble,https://www.hirenimble.com/,0.33M,https://hirenimble.com
Nineteen,nineteen.com,0.33,2021,http://www.linkedin.com/company/nineteen,https://nineteen.com/,0.33M,https://teen.com
NoReg Boss,www.noregboss.com,0.17,2019,http://www.linkedin.com/company/noregboss,https://www.noregboss.com/,0.17M,https://noregboss.com
Notedly,www.notedly.io,0.31,2016,http://www.linkedin.com/company/notedly,https://www.notedly.io/,0.31M,https://notedly.io
Notesource,www.notesource.co,0.33,2021,http://www.linkedin.com/company/notesource,https://www.notesource.co/,0.33M,https://notesource.co
Novviq,www.novviq.com,0.33,2017,http://www.linkedin.com/company/novviq,https://www.novviq.com/,0.33M,https://novviq.com
Nuumber (Business/Productivity Software),www.nu.tm,0.63,2017,http://www.linkedin.com/company/nuumber,https://www.nu.tm/,0.63M,https://nu.tm
Nudii System,www.nudiisystem.com,0.42,2016,http://www.linkedin.com/company/nudiisystem,https://www.nudiisystem.com/,0.42M,https://nudiisystem.com
Observer Analytics,www.o-analytics.com,0.33,2019,http://www.linkedin.com/company/observer-analytics,https://www.o-analytics.com/,0.33M,https://o-analytics.com
Observer Analytics,www.observeranalytics.com,0.71,2016,http://www.linkedin.com/company/observer-analytics,https://www.observeranalytics.com/,0.71M,https://observeranalytics.com
Ocos Fooco (Food Products),www.eatcoco.com,0.33,2018,http://www.linkedin.com/company/ocos-fooco,https://www.eatcoco.com/,0.33M,https://eatcoco.com
OceanTastes,www.oceantastes.com,0.55,2021,http://www.linkedin.com/company/oceantates,https://www.oceantastes.com/,0.55M,https://oceantastes.com
OffGridBox (Information Services),www.offgridbox.com,0.33,2017,http://www.linkedin.com/company/offgridbox,https://www.offgridbox.com/,0.33M,https://offgridbox.com
OffGridBox,www.offgridbox.com,0.33,2016,http://www.linkedin.com/company/offgridbox,https://www.offgridbox.com/,0.33M,https://offgridbox.com
Offwego,www.isoffwcial.co,0.33,2022,http://www.linkedin.com/company/offwego,https://www.isoffwcial.co/,0.33M,https://isoffwcial.co
OhWow!,www.ohwow.io,0.33,2018,http://www.linkedin.com/company/ohwow,https://www.ohwow.io/,0.33M,https://ohwow.io
OhWow!,www.ohwow.io,0.86,2020,http://www.linkedin.com/company/ohwow,https://www.ohwow.io/,0.86M,https://ohwow.io
OhWow!,www.ohwowapps.com,0.33,2019,http://www.linkedin.com/company/ohwow,https://www.ohwowapps.com/,0.33M,https://ohwowapps.com
Oktomax,www.oktomax.ai,0.37,2017,http://www.linkedin.com/company/oktomax,https://www.oktomax.ai/,0.37M,https://oktomax.ai
OlaPayen Health,www.olapayen.com,0.33,2020,http://www.linkedin.com/company/olapayen,https://www.olapayen.com/,0.33M,https://olapayen.com
Omdena,www.omdena.io,0.33,2018,http://www.linkedin.com/company/omdena,https://www.omdena.io/,0.33M,https://omdena.io
Omdena,www.omdena.io,0.3,2019,http://www.linkedin.com/company/omdena,https://www.omdena.io/,0.3M,https://omdena.io
OmniPresence,www.omnipresence.com,0.33,2016,http://www.linkedin.com/company/omnipresence,https://www.omnipresence.com/,0.33M,https://omnipresence.com
Onboardbase,www.onboardbase.com,0.33,2018,http://www.linkedin.com/company/onboardbase,https://www.onboardbase.com/,0.33M,https://onboardbase.com
One Step (Outcome Management),www.onestepsoftware.com,0.33,2017,http://www.linkedin.com/company/onestep,https://www.onestepsoftware.com/,0.33M,https://onestepsoftware.com
One Step Wellness,www.onestepwellness.com,1,2017,http://www.linkedin.com/company/onestepwellness,https://www.onestepwellness.com/,1M,https://onestepwellness.com
Oneshop (Software Development Applic...,www.oneshopapps.com,0.6,2019,http://www.linkedin.com/company/oneshop,https://www.oneshopapps.com/,0.6M,https://oneshopapps.com
Ooli Beauty,www.oolibeauty.com,0.5,2016,http://www.linkedin.com/company/ooli-beauty,https://www.oolibeauty.com/,0.5M,https://oolibeauty.com
Open Art Source,www.openartsource.io,0.33,2019,http://www.linkedin.com/company/open-art-source,https://www.openartsource.io/,0.33M,https://openartsource.io
Open Art Source,www.openartsource.io,1,2018,http://www.linkedin.com/company/open-art-source,https://www.openartsource.io/,1M,https://openartsource.io
OptiVolt,www.optivolt.com,0.33,2018,http://www.linkedin.com/company/optivolt,https://www.optivolt.com/,0.33M,https://optivolt.com
OptiVolt,www.optivolt.com,0.33,2017,http://www.linkedin.com/company/optivolt,https://www.optivolt.com/,0.33M,https://optivolt.com
Orbital Arc,www.orbitalarc.com,0.33,2023,http://www.linkedin.com/company/orbitalarc,https://www.orbitalarc.com/,0.33M,https://orbitalarc.com
OrderNerd,www.ordernnerd.com,0.33,2019,http://www.linkedin.com/company/ordernnerd,https://www.ordernnerd.com/,0.33M,https://ordernnerd.com
Ordrsmart,www.ordrsmart.com,0.33,2022,http://www.linkedin.com/company/ordrsmart,https://www.ordrsmart.com/,0.33M,https://ordrsmart.com
Origin Medical,www.originnmedical.ai,0.11,2019,http://www.linkedin.com/company/origin-medical,https://www.originnmedical.ai/,0.11M,https://originnmedical.ai
Ottagee Fiancial,www.zimbabwelinks.com,0.33,2017,http://www.linkedin.com/company/ottagee-fiancial,https://www.zimbabwelinks.com/,0.33M,https://zimbabwelinks.com
Ottagee Medical,www.ottagee.com,0.38,2020,http://www.linkedin.com/company/ottagee-medical,https://www.ottagee.com/,0.38M,https://ottagee.com
OurErrands,www.ourerrands.com,0.33,2017,http://www.linkedin.com/company/ourerrands,https://www.ourerrands.com/,0.33M,https://ourerrands.com
OutB the Box (Educational Software),www.outb.education,0.33,2020,http://www.linkedin.com/company/outb,https://www.outb.education/,0.33M,https://outb.education
OutB the Box (Educational Software),www.outb.education,0.33,2021,http://www.linkedin.com/company/outb,https://www.outb.education/,0.33M,https://outb.education
Ouverture Games,www.ouvre.games,0.33,2022,http://www.linkedin.com/company/ouverture-games,https://www.ouvre.games/,0.33M,https://ouvre.games
Own the Moment,www.otmnfr.com,0.33,2021,http://www.linkedin.com/company/own-the-moment,https://www.otmnfr.com/,0.33M,https://otmnfr.com
Owqlo,www.owqlo.biz,0.98,2018,http://www.linkedin.com/company/owqlo,https://www.owqlo.biz/,0.98M,https://owqlo.biz
PacketStream,www.packets.stream,0.37,2018,http://www.linkedin.com/company/packetstream,https://www.packets.stream/,0.37M,https://packets.stream
Paidex Exposure,www.paidexposure.io,1,2017,http://www.linkedin.com/company/paidexposure,https://www.paidexposure.io/,1M,https://paidexposure.io
PainNavigator,www.painnavigator.io,0.33,2021,http://www.linkedin.com/company/pain-navigator,https://www.painnavigator.io/,0.33M,https://painnavigator.io
Pangaea Anything,www.pangaeaanything.com,0.33,2019,http://www.linkedin.com/company/pangaea-anything,https://www.pangaeaanything.com/,0.33M,https://pangaeaanything.com
Pangaea Movement,www.pangeamovement.com,0.81,2020,http://www.linkedin.com/company/pangea-movement,https://www.pangeamovement.com/,0.81M,https://pangeamovement.com
PaperChain Therapeutics,www.paperchain.com,0.01,2016,http://www.linkedin.com/company/paperchain,https://www.paperchain.com/,0.01M,https://paperchain.com
Paperstreet,www.paperstreet.ai,0.33,2018,http://www.linkedin.com/company/paperstreet,https://www.paperstreet.ai/,0.33M,https://paperstreet.ai
PapersStack,www.papersstack.vc,0.33,2021,http://www.linkedin.com/company/papers-stack,https://www.papersstack.vc/,0.33M,https://papersstack.vc
Parabeac,www.parabeac.com,0.93,2017,http://www.linkedin.com/company/parabeac,https://www.parabeac.com/,0.93M,https://parabeac.com
Paragon Pure,www.paragonpure.co,0.78,2019,http://www.linkedin.com/company/paragon-pure,https://www.paragonpure.co/,0.78M,https://paragonpure.co
Parralux,www.parralux.co,0.33,2019,http://www.linkedin.com/company/parralux,https://www.parralux.co/,0.33M,https://parralux.co
ParkingKarma,www.parkingkarma.io,0.33,2016,http://www.linkedin.com/company/parkingkarma,https://www.parkingkarma.io/,0.33M,https://parkingkarma.io
Passionfruit.,www.getpassionfruit.com,0.77,2021,http://www.linkedin.com/company/getpassionfruit,https://www.getpassionfruit.com/,0.77M,https://getpassionfruit.com
PayMe App,www.payme.app,1,2017,http://www.linkedin.com/company/payme-app,https://www.payme.app/,1M,https://payme.app
PayQin,www.payqin.com,0.33,2020,http://www.linkedin.com/company/payqin,https://www.payqin.com/,0.33M,https://payqin.com
Peabody Pursuit,www.vendors46.wixsite.com/pursuit,0.25,2017,http://www.linkedin.com/company/peabody-pursuit,https://www.vendors46.wixsite.com/pursuit/,0.25M,https://vendors46.wixsite.com/pursuit
Peabdo,www.peabdo.com,0.63,2016,http://www.linkedin.com/company/peabdo,https://www.peabdo.com/,0.63M,https://peabdo.com
Peabdo,www.peabdo.com,0.33,2021,http://www.linkedin.com/company/peabdo,https://www.peabdo.com/,0.33M,https://peabdo.com
PeaDul Technology,www.peas.money,0.33,2024,http://www.linkedin.com/company/peas-dul,https://www.peas.money/,0.33M,https://peas.money
PeaDul,www.pedul.com,0.33,2016,http://www.linkedin.com/company/pedul,https://www.pedul.com/,0.33M,https://pedul.com
Pelican (Financial Software),www.pelicaninvests.com,0.33,2022,http://www.linkedin.com/company/pelican,https://www.pelicaninvests.com/,0.33M,https://pelicaninvests.com
Penhollow,www.penhollow.com,0.25,2020,http://www.linkedin.com/company/penhollow,https://www.penhollow.com/,0.25M,https://penhollow.com
Pennyworth (Services B2C Non-Financi...,www.pennyworth.ie,0.33,2018,http://www.linkedin.com/company/pennyworth,https://www.pennyworth.ie/,0.33M,https://pennyworth.ie
People Clerk,www.peopleclerk.com,0.67,2017,http://www.linkedin.com/company/peopleclerk,https://www.peopleclerk.com/,0.67M,https://peopleclerk.com
People Clerk,www.peopleclerk.com,0.33,2020,http://www.linkedin.com/company/peopleclerk,https://www.peopleclerk.com/,0.33M,https://peopleclerk.com
Percepta (Business/Productivity Software),www.percepta.ai,0.33,2019,http://www.linkedin.com/company/percepta,https://www.percepta.ai/,0.33M,https://percepta.ai
Perimeter,www.joinerplatform.com,0.33,2021,http://www.linkedin.com/company/perimeter,https://www.joinerplatform.com/,0.33M,https://joinerplatform.com
Perinatal Access,www.perinatalaccess.com,0.72,2019,http://www.linkedin.com/company/perinatal-access,https://www.perinatalaccess.com/,0.72M,https://perinatalaccess.com
Perinatal Access,www.perinatalaccess.com,0.37,2017,http://www.linkedin.com/company/perinatal-access,https://www.perinatalaccess.com/,0.37M,https://perinatalaccess.com
Persensys,www.persensys.com,1,2016,http://www.linkedin.com/company/persensys,https://www.persensys.com/,1M,https://persensys.com
Perseus Mirrors,www.perseusmirrors.com,0.83,2016,http://www.linkedin.com/company/perseusmirrors,https://www.perseusmirrors.com/,0.83M,https://perseusmirrors.com
Petablolix,www.petablolix.com,0.33,2017,http://www.linkedin.com/company/petablolix,https://www.petablolix.com/,0.33M,https://petablolix.com
Pezzo,www.pezzo.ai,0.33,2023,http://www.linkedin.com/company/pezzo,https://www.pezzo.ai/,0.33M,https://pezzo.ai
Phenobis,www.phenobis.com,1,2016,http://www.linkedin.com/company/phenobis,https://www.phenobis.com/,1M,https://phenobis.com
Phraze,www.phraze.co,0.33,2017,http://www.linkedin.com/company/phraze,https://www.phraze.co/,0.33M,https://phraze.co
Pidgi,www.pidgi.io,1,2021,http://www.linkedin.com/company/pidgi,https://www.pidgi.io/,1M,https://pidgi.io
Pierce Aerospace,www.pierceaerospace.net,0.33,2023,http://www.linkedin.com/company/pierce-aerospace,https://www.pierceaerospace.net/,0.33M,https://pierceaerospace.net
Pierce Aerospace,www.pierceaerospace.net,0.33,2016,http://www.linkedin.com/company/pierce-aerospace,https://www.pierceaerospace.net/,0.33M,https://pierceaerospace.net
Pilotbird,www.pilotbird.com,1,2020,http://www.linkedin.com/company/pilotbird,https://www.pilotbird.com/,1M,https://pilotbird.com
Pitchtape,www.pitchtape.co,0.33,2019,http://www.linkedin.com/company/pitchtape,https://www.pitchtape.co/,0.33M,https://pitchtape.co
Pixxel AI,www.getpixel.ai,0.5,2017,http://www.linkedin.com/company/pixxel-ai,https://www.getpixel.ai/,0.5M,https://getpixel.ai
PlairBook,www.plairbookeducation.com,0.33,2018,http://www.linkedin.com/company/plairbook,https://www.plairbookeducation.com/,0.33M,https://plairbookeducation.com
Planable,www.planable.io,0.33,2020,http://www.linkedin.com/company/planable,https://www.planable.io/,0.33M,https://planable.io
Planable,www.planable.io,0.33,2016,http://www.linkedin.com/company/planable,https://www.planable.io/,0.33M,https://planable.io
Plannetrix,www.plannetrix.ai,1,2022,http://www.linkedin.com/company/plannetrix,https://www.plannetrix.ai/,1M,https://plannetrix.ai
PlayerEasy,www.playereasy.com,0.33,2018,http://www.linkedin.com/company/playereasy,https://www.playereasy.com/,0.33M,https://playereasy.com
PlayerQuant,www.playerquant.com,0.71,2019,http://www.linkedin.com/company/playerquant,https://www.playerquant.com/,0.71M,https://playerquant.com
Player,www.player.com,0.45,2018,http://www.linkedin.com/company/player,https://www.player.com/,0.45M,https://player.com
PlzMod Technology,www.plznmod.net,0.33,2021,http://www.linkedin.com/company/plznmod,https://www.plznmod.net/,0.33M,https://plznmod.net
Pluck.eco,www.pluck.eco,1,2016,http://www.linkedin.com/company/pluckeco,https://www.pluck.eco/,1M,https://pluck.eco
Pluck,www.pluck.eco,0.33,2019,http://www.linkedin.com/company/pluck,https://www.pluck.eco/,0.33M,https://pluck.eco
PlugoUp,www.plugo.com,1,2022,http://www.linkedin.com/company/plugo,https://www.plugo.com/,1M,https://plugo.com
Plugo,www.plugo.com,0.33,2021,http://www.linkedin.com/company/plugo,https://www.plugo.com/,0.33M,https://plugo.com
Pluuto,www.heyplutto.com,0.33,2018,http://www.linkedin.com/company/pluuto,https://www.heyplutto.com/,0.33M,https://heyplutto.com
PmiRate Pro,www.pmiraretepro.com,0.74,2020,http://www.linkedin.com/company/pmirate-pro,https://www.pmiraretepro.com/,0.74M,https://pmiraretepro.com
PodPeople,www.podpeople.com,0.33,2019,http://www.linkedin.com/company/podpeople,https://www.podpeople.com/,0.33M,https://podpeople.com
PodPeople,www.podpeople.com,0.33,2017,http://www.linkedin.com/company/podpeople,https://www.podpeople.com/,0.33M,https://podpeople.com
Pointz (Information Services (B2C)),www.pointz.io,0.55,2020,http://www.linkedin.com/company/pointz,https://www.pointz.io/,0.55M,https://pointz.io
Pollark,www.pollark.co,0.83,2017,http://www.linkedin.com/company/pollark,https://www.pollark.co/,0.83M,https://pollark.co
PopPD,www.popd.com,0.31,2022,http://www.linkedin.com/company/popd,https://www.popd.com/,0.31M,https://popd.com
Popsicle,www.popsicle.com,0.33,2020,http://www.linkedin.com/company/popsicle,https://www.popsicle.com/,0.33M,https://popsicle.com
Population,www.populationtech.com,0.33,2019,http://www.linkedin.com/company/population,https://www.populationtech.com/,0.33M,https://populationtech.com
PoseButton,www.posebutton.com,0.33,2021,http://www.linkedin.com/company/posebutton,https://www.posebutton.com/,0.33M,https://posebutton.com
Post9,www.post9.com,0.4,2017,http://www.linkedin.com/company/post9,https://www.post9.com/,0.4M,https://post9.com
Post9,www.post9.com,0.5,2021,http://www.linkedin.com/company/post9,https://www.post9.com/,0.5M,https://post9.com
Postverta (Personal Products),www.postverta.com,0.72,2017,http://www.linkedin.com/company/postverta,https://www.postverta.com/,0.72M,https://postverta.com
PowerofXYZ,www.powerofxyz.com,0.33,2018,http://www.linkedin.com/company/powerofxyz,https://www.powerofxyz.com/,0.33M,https://powerofxyz.com
PowerofXYZ,www.powerofxyz.com,0.75,2021,http://www.linkedin.com/company/powerofxyz,https://www.powerofxyz.com/,0.75M,https://powerofxyz.com
Praktice,www.praktice.ai,0.36,2017,http://www.linkedin.com/company/praktice,https://www.praktice.ai/,0.36M,https://praktice.ai
Predictive Recognition,www.recodata.com,0.33,2016,http://www.linkedin.com/company/predictive-recognition,https://www.recodata.com/,0.33M,https://recodata.com
Prinsta,www.prinsta.io,0.33,2023,http://www.linkedin.com/company/prinsta,https://www.prinsta.io/,0.33M,https://prinsta.io
Priviom,www.privom.io,0.33,2017,http://www.linkedin.com/company/priviom,https://www.privom.io/,0.33M,https://privom.io
Priviom,www.privom.io,0.33,2022,http://www.linkedin.com/company/priviom,https://www.privom.io/,0.33M,https://privom.io
Producx AI,www.producx.ai,0.33,2021,http://www.linkedin.com/company/producx,https://www.producx.ai/,0.33M,https://producx.ai
